N,P,K,temperature,humidity,ph,rainfall,label
16.0,130.0,120.0,29.12,82.79,5.682,68.85,grapes
39.0,129.0,120.0,34.389,83.183,5.863,71.03,grapes
38.0,135.0,120.0,41.361,82.797,6.444,69.921,grapes
33.0,120.0,120.0,35.121,82.268,5.55,69.715,grapes
35.0,125.0,120.0,19.649,80.152,6.107,73.695,grapes
1.0,132.0,120.0,16.278,82.942,5.62,66.574,grapes
39.0,140.0,120.0,21.119,80.633,6.349,69.277,grapes
28.0,145.0,120.0,19.207,82.904,6.484,66.831,grapes
6.0,128.0,120.0,25.963,82.578,5.838,70.317,grapes
6.0,139.0,120.0,25.673,81.621,6.29,74.109,grapes
29.0,122.0,120.0,41.948,81.155,5.638,73.068,grapes
37.0,144.0,120.0,11.189,80.808,6.415,66.342,grapes
38.0,120.0,120.0,17.543,82.947,6.323,73.77,grapes
38.0,141.0,120.0,13.058,80.282,5.757,70.756,grapes
14.0,121.0,120.0,9.724,83.747,6.158,74.464,grapes
6.0,125.0,120.0,27.92,82.932,5.733,69.92,grapes
32.0,138.0,120.0,9.535,80.731,5.908,69.441,grapes
11.0,124.0,120.0,13.429,80.066,6.361,71.4,grapes
23.0,138.0,120.0,9.851,80.226,5.965,68.428,grapes
40.0,143.0,120.0,24.972,82.728,6.476,66.7,grapes
6.0,142.0,120.0,27.237,82.945,6.224,70.425,grapes
37.0,124.0,120.0,18.706,83.479,6.209,66.596,grapes
35.0,134.0,120.0,9.949,82.551,5.841,66.008,grapes
119.0,25.0,51.0,26.473,80.922,6.283,53.657,watermelon
119.0,19.0,55.0,25.187,83.446,6.818,46.874,watermelon
105.0,30.0,50.0,25.299,81.775,6.376,57.041,watermelon
114.0,8.0,50.0,24.746,88.308,6.581,57.958,watermelon
93.0,22.0,52.0,26.587,81.325,6.932,41.875,watermelon
80.0,26.0,55.0,24.534,88.989,6.14,49.116,watermelon
85.0,27.0,45.0,26.071,88.728,6.467,57.796,watermelon
85.0,22.0,53.0,25.965,89.77,6.849,59.463,watermelon
82.0,22.0,45.0,26.223,85.348,6.512,54.601,watermelon
118.0,13.0,54.0,24.413,89.815,6.039,44.078,watermelon
83.0,25.0,53.0,26.491,80.046,6.057,57.727,watermelon
86.0,15.0,47.0,24.043,84.184,6.423,53.789,watermelon
101.0,10.0,47.0,25.542,83.318,6.936,57.573,watermelon
119.0,9.0,50.0,26.745,83.919,6.251,40.794,watermelon
104.0,17.0,46.0,25.713,80.229,6.19,43.089,watermelon
95.0,12.0,51.0,25.764,84.172,6.681,44.22,watermelon
102.0,14.0,52.0,26.794,89.648,6.51,57.74,watermelon
109.0,21.0,55.0,24.9,89.735,6.77,57.449,watermelon
81.0,18.0,50.0,26.807,88.228,6.429,58.798,watermelon
103.0,17.0,51.0,25.111,80.026,6.209,44.206,watermelon
105.0,14.0,50.0,26.214,87.688,6.419,59.655,watermelon
97.0,8.0,52.0,24.91,86.971,6.237,49.485,watermelon
120.0,19.0,49.0,25.794,84.268,6.762,56.452,watermelon
95.0,16.0,55.0,25.269,87.55,6.612,40.126,watermelon
83.0,29.0,52.0,25.764,87.593,6.704,46.051,watermelon
83.0,9.0,45.0,25.854,89.131,6.049,46.851,watermelon
91.0,21.0,50.0,24.335,81.44,6.762,48.321,watermelon
116.0,5.0,54.0,25.376,80.993,6.653,57.23,watermelon
112.0,28.0,54.0,24.86,85.053,6.738,55.295,watermelon
88.0,29.0,51.0,24.718,88.945,6.095,48.459,watermelon
118.0,15.0,45.0,24.214,84.205,6.538,48.011,watermelon
92.0,21.0,48.0,25.816,82.043,6.377,54.829,watermelon
106.0,14.0,45.0,24.47,84.163,6.417,57.267,watermelon
99.0,5.0,47.0,24.13,84.844,6.649,51.194,watermelon
98.0,8.0,51.0,26.179,86.522,6.259,49.43,watermelon
108.0,22.0,46.0,26.176,86.729,6.121,53.334,watermelon
119.0,7.0,55.0,26.038,84.637,6.031,44.399,watermelon
117.0,27.0,48.0,26.532,82.39,6.835,54.306,watermelon
109.0,10.0,53.0,26.819,87.827,6.551,46.061,watermelon
80.0,16.0,46.0,25.504,81.402,6.94,48.478,watermelon
100.0,18.0,52.0,26.202,80.382,6.876,56.479,watermelon
91.0,7.0,53.0,25.137,89.282,6.457,43.528,watermelon
86.0,6.0,53.0,25.92,83.472,6.921,42.106,watermelon
107.0,5.0,52.0,26.663,89.984,6.881,57.408,watermelon
103.0,16.0,49.0,24.067,81.64,6.915,51.752,watermelon
101.0,20.0,48.0,24.677,82.754,6.206,57.057,watermelon
85.0,25.0,47.0,26.114,87.64,6.295,58.481,watermelon
84.0,7.0,51.0,26.815,87.656,6.399,55.74,watermelon
102.0,28.0,54.0,25.156,80.275,6.862,55.495,watermelon
98.0,25.0,52.0,25.28,83.153,6.224,49.294,watermelon
97.0,25.0,50.0,26.22,80.901,6.093,49.085,watermelon
90.0,16.0,45.0,24.92,80.617,6.291,50.557,watermelon
95.0,12.0,46.0,26.216,81.01,6.322,54.654,watermelon
82.0,23.0,49.0,26.813,87.219,6.873,51.704,watermelon
82.0,25.0,51.0,24.313,87.474,6.074,48.112,watermelon
110.0,28.0,46.0,24.291,88.045,6.498,51.26,watermelon
118.0,21.0,51.0,24.429,86.339,6.678,48.582,watermelon
120.0,20.0,45.0,25.665,88.698,6.114,54.227,watermelon
91.0,7.0,52.0,25.078,83.462,6.405,56.399,watermelon
81.0,6.0,55.0,24.889,85.87,6.11,51.706,watermelon
101.0,13.0,54.0,25.429,82.914,6.828,56.341,watermelon
101.0,17.0,55.0,24.371,87.126,6.451,44.639,watermelon
111.0,6.0,53.0,26.493,88.591,6.313,46.063,watermelon
107.0,10.0,49.0,25.832,89.004,6.755,45.246,watermelon
115.0,11.0,46.0,24.415,89.396,6.623,40.321,watermelon
84.0,25.0,52.0,24.371,81.251,6.125,44.208,watermelon
120.0,7.0,47.0,24.247,83.036,6.653,54.765,watermelon
91.0,12.0,46.0,24.644,85.499,6.343,48.312,watermelon
89.0,22.0,52.0,24.896,86.107,6.217,53.146,watermelon
113.0,19.0,46.0,25.418,81.121,6.286,49.523,watermelon
97.0,22.0,50.0,26.26,86.145,6.769,58.978,watermelon
117.0,30.0,50.0,24.901,87.207,6.744,46.592,watermelon
90.0,14.0,52.0,24.847,89.204,6.391,59.679,watermelon
104.0,23.0,47.0,26.982,86.7,6.77,42.912,watermelon
81.0,16.0,45.0,26.904,86.254,6.727,59.759,watermelon
88.0,5.0,47.0,25.864,86.674,6.662,41.165,watermelon
92.0,7.0,45.0,26.706,81.141,6.944,51.51,watermelon
81.0,18.0,50.0,26.44,80.919,6.507,47.818,watermelon
111.0,5.0,55.0,26.283,84.424,6.52,50.786,watermelon
108.0,23.0,51.0,26.843,83.85,6.106,40.228,watermelon
113.0,30.0,50.0,26.039,83.986,6.277,43.877,watermelon
83.0,10.0,53.0,24.929,85.008,6.195,48.758,watermelon
101.0,11.0,51.0,25.507,84.243,6.792,44.206,watermelon
114.0,21.0,55.0,25.443,87.939,6.472,57.515,watermelon
99.0,6.0,45.0,26.125,86.55,6.0,40.712,watermelon
92.0,20.0,55.0,25.104,87.526,6.587,59.265,watermelon
92.0,7.0,48.0,26.275,86.632,6.956,54.387,watermelon
91.0,24.0,55.0,26.27,83.091,6.259,46.768,watermelon
110.0,21.0,54.0,26.736,87.824,6.747,47.464,watermelon
112.0,25.0,51.0,25.047,85.566,6.932,56.724,watermelon
89.0,25.0,54.0,24.693,85.569,6.353,48.993,watermelon
100.0,10.0,53.0,24.543,84.608,6.211,42.006,watermelon
83.0,22.0,54.0,25.897,81.966,6.277,54.499,watermelon
95.0,14.0,50.0,26.633,84.317,6.56,56.318,watermelon
119.0,30.0,49.0,25.357,80.458,6.903,47.72,watermelon
97.0,12.0,47.0,25.287,89.636,6.765,58.286,watermelon
110.0,7.0,45.0,26.638,84.695,6.189,48.324,watermelon
96.0,18.0,50.0,25.331,84.305,6.904,41.532,watermelon
83.0,23.0,55.0,26.897,83.892,6.463,43.971,watermelon
120.0,24.0,47.0,26.986,89.413,6.26,58.548,watermelon
115.0,17.0,55.0,27.578,94.118,6.776,28.082,muskmelon
114.0,27.0,48.0,27.82,93.035,6.528,26.324,muskmelon
101.0,25.0,52.0,29.099,94.222,6.75,22.524,muskmelon
118.0,18.0,52.0,28.049,90.831,6.562,20.762,muskmelon
95.0,26.0,45.0,29.916,94.556,6.117,28.16,muskmelon
81.0,25.0,49.0,29.868,93.251,6.076,26.262,muskmelon
117.0,24.0,53.0,29.172,92.214,6.293,21.302,muskmelon
114.0,30.0,51.0,29.249,90.069,6.069,25.934,muskmelon
113.0,6.0,52.0,27.763,90.355,6.74,25.216,muskmelon
108.0,26.0,52.0,28.826,94.267,6.201,26.238,muskmelon
81.0,30.0,48.0,28.523,92.096,6.041,29.866,muskmelon
115.0,9.0,52.0,29.067,90.976,6.019,29.119,muskmelon
83.0,7.0,45.0,29.084,90.738,6.704,25.33,muskmelon
84.0,21.0,55.0,28.47,94.794,6.494,21.084,muskmelon
109.0,26.0,45.0,28.279,90.389,6.224,21.589,muskmelon
95.0,27.0,55.0,28.472,91.213,6.16,20.886,muskmelon
119.0,5.0,55.0,29.688,94.301,6.168,26.839,muskmelon
110.0,14.0,51.0,27.024,91.667,6.085,21.26,muskmelon
82.0,18.0,48.0,29.095,94.167,6.159,26.705,muskmelon
87.0,14.0,48.0,29.692,92.588,6.606,29.11,muskmelon
85.0,9.0,53.0,28.206,92.867,6.447,28.786,muskmelon
100.0,6.0,53.0,29.052,93.922,6.105,23.666,muskmelon
107.0,12.0,46.0,29.572,93.618,6.559,27.569,muskmelon
91.0,13.0,47.0,29.109,92.435,6.144,27.956,muskmelon
102.0,25.0,50.0,28.204,92.914,6.099,20.36,muskmelon
117.0,25.0,53.0,29.118,92.125,6.413,24.52,muskmelon
85.0,21.0,52.0,29.628,90.1,6.075,23.695,muskmelon
104.0,25.0,55.0,29.811,90.368,6.123,22.687,muskmelon
102.0,24.0,54.0,27.723,90.938,6.698,22.818,muskmelon
116.0,25.0,50.0,29.26,92.923,6.088,28.706,muskmelon
100.0,17.0,48.0,29.727,94.297,6.367,26.523,muskmelon
110.0,25.0,54.0,28.911,90.784,6.425,23.443,muskmelon
104.0,25.0,51.0,28.963,93.884,6.469,23.561,muskmelon
107.0,11.0,54.0,28.59,91.336,6.094,29.44,muskmelon
98.0,26.0,52.0,27.338,90.697,6.15,28.691,muskmelon
88.0,17.0,52.0,29.904,90.752,6.646,25.378,muskmelon
87.0,25.0,46.0,27.427,90.026,6.379,21.75,muskmelon
120.0,8.0,46.0,29.556,90.709,6.732,28.365,muskmelon
95.0,13.0,46.0,29.84,93.763,6.126,23.282,muskmelon
108.0,22.0,47.0,28.535,91.727,6.161,25.129,muskmelon
82.0,13.0,52.0,27.115,94.869,6.442,26.519,muskmelon
120.0,23.0,55.0,27.844,91.606,6.732,26.478,muskmelon
110.0,22.0,47.0,29.031,91.821,6.243,24.938,muskmelon
95.0,23.0,45.0,27.824,90.566,6.266,21.19,muskmelon
106.0,10.0,49.0,27.726,92.006,6.35,20.211,muskmelon
99.0,12.0,52.0,28.697,94.307,6.002,22.218,muskmelon
106.0,20.0,51.0,29.73,90.97,6.342,20.49,muskmelon
83.0,11.0,53.0,29.54,92.917,6.163,21.965,muskmelon
117.0,19.0,55.0,28.803,91.783,6.121,25.163,muskmelon
98.0,26.0,49.0,27.29,90.533,6.13,23.495,muskmelon
113.0,20.0,48.0,27.465,94.876,6.44,27.278,muskmelon
101.0,17.0,47.0,29.494,94.729,6.185,26.308,muskmelon
98.0,7.0,45.0,27.791,92.51,6.157,26.854,muskmelon
93.0,22.0,48.0,29.125,91.522,6.776,21.904,muskmelon
95.0,21.0,47.0,27.931,93.561,6.431,20.661,muskmelon
109.0,12.0,48.0,29.457,92.125,6.708,20.762,muskmelon
118.0,12.0,47.0,27.968,92.174,6.01,28.947,muskmelon
100.0,14.0,49.0,29.488,91.075,6.365,26.019,muskmelon
89.0,9.0,47.0,29.471,90.77,6.668,28.752,muskmelon
95.0,16.0,46.0,27.076,90.143,6.746,24.451,muskmelon
95.0,7.0,45.0,27.3,90.8,6.031,25.094,muskmelon
87.0,6.0,45.0,29.827,90.79,6.4,22.842,muskmelon
93.0,20.0,50.0,29.93,93.229,6.448,24.348,muskmelon
84.0,29.0,49.0,29.943,93.907,6.251,20.39,muskmelon
111.0,5.0,47.0,28.033,91.473,6.274,21.179,muskmelon
111.0,5.0,52.0,29.884,94.037,6.135,21.0,muskmelon
111.0,15.0,54.0,27.705,92.911,6.194,22.062,muskmelon
89.0,11.0,47.0,29.787,94.653,6.327,27.865,muskmelon
110.0,15.0,48.0,28.578,92.865,6.212,27.598,muskmelon
95.0,30.0,52.0,29.48,90.336,6.64,26.036,muskmelon
115.0,12.0,52.0,27.514,94.962,6.685,21.017,muskmelon
120.0,25.0,50.0,28.054,94.816,6.327,21.848,muskmelon
102.0,11.0,45.0,29.031,93.126,6.355,24.155,muskmelon
94.0,5.0,55.0,28.585,91.892,6.085,26.883,muskmelon
84.0,18.0,46.0,27.088,93.424,6.781,25.321,muskmelon
107.0,22.0,54.0,27.996,90.846,6.63,21.618,muskmelon
80.0,18.0,52.0,27.873,91.148,6.484,24.052,muskmelon
86.0,18.0,45.0,28.965,90.718,6.566,22.258,muskmelon
113.0,28.0,48.0,28.877,92.488,6.17,24.442,muskmelon
115.0,18.0,53.0,29.17,94.197,6.012,22.069,muskmelon
82.0,20.0,54.0,29.34,90.015,6.541,21.445,muskmelon
98.0,22.0,47.0,29.072,91.915,6.341,28.835,muskmelon
117.0,25.0,54.0,28.682,92.509,6.15,29.111,muskmelon
83.0,15.0,49.0,28.927,91.393,6.438,23.2,muskmelon
120.0,16.0,51.0,27.999,91.641,6.547,23.286,muskmelon
111.0,5.0,50.0,27.593,91.797,6.399,24.842,muskmelon
85.0,21.0,47.0,29.873,90.609,6.186,24.697,muskmelon
90.0,23.0,54.0,28.558,90.457,6.159,27.265,muskmelon
99.0,29.0,55.0,29.193,91.462,6.66,26.482,muskmelon
102.0,11.0,47.0,27.987,92.782,6.504,27.145,muskmelon
80.0,18.0,51.0,28.053,91.817,6.706,20.765,muskmelon
87.0,21.0,52.0,27.35,94.291,6.067,27.212,muskmelon
114.0,8.0,52.0,29.34,94.551,6.419,28.229,muskmelon
99.0,6.0,46.0,28.614,94.222,6.396,28.985,muskmelon
89.0,25.0,50.0,27.048,91.346,6.375,25.081,muskmelon
96.0,13.0,55.0,29.527,94.574,6.7,21.135,muskmelon
82.0,26.0,47.0,28.504,93.468,6.565,24.2,muskmelon
106.0,21.0,52.0,28.895,94.789,6.286,23.036,muskmelon
90.0,15.0,52.0,27.049,91.382,6.448,23.657,muskmelon
106.0,16.0,54.0,28.96,91.695,6.585,24.745,muskmelon
24.0,128.0,120.0,22.75,90.694,5.521,110.431,apple
7.0,144.0,120.0,23.849,94.348,6.133,114.051,apple
14.0,128.0,120.0,22.608,94.589,6.226,116.039,apple
8.0,120.0,120.0,21.186,91.134,6.321,122.233,apple
20.0,129.0,120.0,23.41,91.699,5.587,116.077,apple
32.0,137.0,120.0,22.86,93.128,5.824,117.729,apple
27.0,139.0,120.0,22.484,93.408,5.772,105.547,apple
0.0,123.0,120.0,22.027,92.961,5.79,121.134,apple
22.0,144.0,120.0,21.911,91.687,6.499,117.076,apple
1.0,124.0,120.0,23.71,93.273,5.658,112.667,apple
30.0,122.0,120.0,21.377,92.72,5.573,106.141,apple
29.0,121.0,120.0,22.848,94.321,6.079,123.597,apple
13.0,126.0,120.0,23.109,92.796,6.383,108.183,apple
9.0,139.0,120.0,23.252,94.541,5.867,105.355,apple
0.0,133.0,120.0,23.672,90.493,5.708,104.229,apple
30.0,143.0,120.0,23.768,90.598,5.798,102.264,apple
36.0,140.0,120.0,23.343,91.476,6.281,104.426,apple
37.0,137.0,120.0,22.639,90.184,5.697,108.34,apple
33.0,121.0,120.0,22.456,94.762,5.605,114.84,apple
7.0,144.0,120.0,22.963,93.58,5.856,104.647,apple
35.0,128.0,120.0,21.072,93.565,6.041,107.873,apple
29.0,128.0,120.0,22.44,92.707,5.685,121.497,apple
2.0,143.0,120.0,22.712,90.452,5.669,109.885,apple
34.0,140.0,120.0,21.704,93.44,5.751,115.178,apple
29.0,144.0,120.0,22.433,92.486,5.8,119.102,apple
32.0,141.0,120.0,21.259,92.844,5.821,109.065,apple
13.0,144.0,120.0,22.921,94.896,6.28,105.694,apple
25.0,143.0,120.0,22.812,91.518,6.027,107.855,apple
9.0,137.0,120.0,21.121,90.687,5.636,102.801,apple
6.0,144.0,120.0,21.114,90.315,5.559,104.508,apple
37.0,126.0,120.0,23.599,90.975,5.596,107.172,apple
2.0,120.0,120.0,23.126,94.712,5.893,108.621,apple
11.0,143.0,120.0,22.984,93.32,5.875,122.195,apple
10.0,141.0,120.0,22.126,90.978,6.386,104.541,apple
24.0,142.0,120.0,22.537,91.481,5.71,101.847,apple
23.0,138.0,120.0,22.49,91.702,5.795,124.391,apple
18.0,125.0,120.0,22.355,94.478,6.046,116.736,apple
13.0,121.0,120.0,22.207,93.505,6.443,120.159,apple
26.0,122.0,120.0,22.445,94.737,5.617,107.184,apple
28.0,123.0,120.0,22.766,92.124,6.442,120.435,apple
26.0,121.0,120.0,22.191,90.025,6.162,112.312,apple
21.0,137.0,120.0,23.611,91.702,5.812,123.59,apple
21.0,135.0,120.0,23.86,94.92,5.765,105.024,apple
5.0,144.0,120.0,21.421,92.626,6.184,102.804,apple
2.0,123.0,120.0,22.366,90.785,5.739,124.983,apple
15.0,133.0,120.0,23.996,91.61,5.824,117.61,apple
31.0,130.0,120.0,21.801,92.734,5.554,120.058,apple
25.0,143.0,120.0,23.804,92.804,6.024,100.619,apple
16.0,143.0,120.0,23.714,91.533,5.631,121.896,apple
19.0,122.0,120.0,23.344,90.379,5.811,112.895,apple
10.0,125.0,120.0,22.312,90.035,5.73,113.068,apple
20.0,139.0,120.0,23.502,92.21,5.669,107.986,apple
28.0,123.0,120.0,23.462,91.456,5.682,111.776,apple
28.0,136.0,120.0,23.062,92.395,6.245,114.739,apple
2.0,131.0,120.0,22.474,91.227,6.017,124.217,apple
2.0,140.0,120.0,22.697,92.822,5.534,105.05,apple
27.0,138.0,120.0,23.666,93.901,5.952,105.4,apple
30.0,127.0,120.0,22.5,92.458,6.126,100.934,apple
32.0,145.0,120.0,23.83,90.844,6.406,109.596,apple
29.0,139.0,120.0,23.641,93.744,6.155,116.691,apple
26.0,126.0,120.0,21.413,92.991,5.878,118.397,apple
40.0,136.0,120.0,22.852,94.576,5.935,117.531,apple
6.0,124.0,120.0,22.982,93.845,5.971,109.585,apple
35.0,138.0,120.0,21.199,90.808,5.671,103.683,apple
17.0,136.0,120.0,23.871,90.499,5.882,103.054,apple
33.0,134.0,120.0,21.036,94.339,6.085,114.741,apple
16.0,143.0,120.0,22.617,93.519,5.904,116.925,apple
27.0,120.0,120.0,21.452,90.745,6.11,116.703,apple
29.0,145.0,120.0,22.812,92.129,6.212,109.338,apple
3.0,141.0,120.0,21.981,91.127,6.142,115.478,apple
15.0,123.0,120.0,22.527,92.547,6.365,115.383,apple
5.0,136.0,120.0,22.356,91.923,6.264,107.769,apple
10.0,136.0,120.0,21.198,92.155,6.276,105.855,apple
7.0,141.0,120.0,23.881,93.45,5.514,104.911,apple
2.0,129.0,120.0,22.782,94.368,5.682,122.144,apple
29.0,138.0,120.0,22.19,92.437,5.83,121.662,apple
30.0,137.0,120.0,22.914,90.704,5.603,118.604,apple
29.0,132.0,120.0,23.089,90.225,6.096,108.216,apple
14.0,139.0,120.0,21.724,92.839,6.056,121.696,apple
18.0,125.0,120.0,22.443,91.592,6.16,102.556,apple
33.0,143.0,120.0,21.131,91.957,5.814,122.539,apple
40.0,144.0,120.0,22.717,92.254,5.987,107.028,apple
9.0,143.0,120.0,23.75,92.881,5.57,117.66,apple
38.0,135.0,120.0,23.761,93.661,5.965,100.825,apple
28.0,130.0,120.0,22.134,94.676,6.062,112.92,apple
35.0,142.0,120.0,21.17,90.237,5.895,123.649,apple
12.0,129.0,120.0,22.362,91.157,6.119,118.683,apple
1.0,135.0,120.0,22.778,92.701,5.624,113.775,apple
0.0,145.0,120.0,21.225,90.098,5.52,113.976,apple
31.0,121.0,120.0,23.157,90.343,5.731,110.712,apple
35.0,131.0,120.0,22.427,93.917,5.893,102.723,apple
29.0,140.0,120.0,23.64,90.952,5.56,116.743,apple
33.0,138.0,120.0,22.294,90.69,6.222,122.741,apple
14.0,140.0,120.0,23.352,90.9,6.071,113.038,apple
35.0,145.0,120.0,22.039,94.58,6.231,110.98,apple
40.0,120.0,120.0,23.805,92.488,5.889,119.633,apple
25.0,132.0,120.0,22.319,90.851,5.732,100.117,apple
31.0,137.0,120.0,22.144,93.825,6.4,120.631,apple
36.0,144.0,120.0,23.651,94.505,6.496,115.361,apple
10.0,140.0,120.0,22.169,90.271,6.229,124.468,apple
22.0,30.0,12.0,15.781,92.51,6.354,119.035,orange
37.0,6.0,13.0,26.03,91.508,7.511,101.284,orange
27.0,13.0,6.0,13.36,91.356,7.335,111.226,orange
7.0,16.0,9.0,18.879,92.043,7.813,114.665,orange
20.0,7.0,9.0,29.477,91.578,7.129,111.172,orange
26.0,27.0,10.0,28.069,92.914,6.079,114.133,orange
5.0,23.0,15.0,25.669,92.046,7.408,112.542,orange
0.0,18.0,14.0,29.771,92.007,7.207,114.416,orange
39.0,24.0,14.0,30.554,90.903,7.189,106.071,orange
13.0,23.0,6.0,23.961,90.264,7.365,102.695,orange
21.0,17.0,15.0,23.982,91.547,7.455,118.49,orange
33.0,12.0,8.0,25.26,90.311,6.822,117.369,orange
6.0,9.0,12.0,31.083,90.143,7.028,109.689,orange
19.0,7.0,10.0,14.78,91.22,6.118,100.196,orange
24.0,18.0,6.0,26.566,94.452,6.285,116.379,orange
9.0,11.0,8.0,24.859,94.39,6.559,111.78,orange
31.0,8.0,7.0,34.514,93.638,7.163,103.568,orange
22.0,17.0,5.0,24.121,90.723,6.945,102.835,orange
13.0,5.0,8.0,23.853,90.105,7.474,103.923,orange
16.0,8.0,9.0,24.602,91.284,7.601,111.294,orange
4.0,13.0,6.0,15.632,94.259,7.561,101.47,orange
0.0,25.0,14.0,19.335,91.979,6.361,116.45,orange
8.0,7.0,10.0,28.262,91.983,6.929,105.213,orange
4.0,23.0,5.0,22.675,93.363,7.477,110.333,orange
33.0,14.0,8.0,21.032,92.964,7.684,110.682,orange
30.0,7.0,15.0,33.234,91.06,7.825,115.765,orange
21.0,29.0,12.0,22.303,92.159,6.438,117.368,orange
11.0,14.0,5.0,11.503,94.893,6.946,115.568,orange
9.0,8.0,15.0,14.343,94.357,7.994,110.222,orange
5.0,18.0,14.0,33.105,93.484,7.434,119.17,orange
29.0,25.0,14.0,30.491,90.458,7.781,113.33,orange
33.0,12.0,15.0,30.255,92.032,6.052,116.717,orange
8.0,16.0,6.0,12.228,90.264,7.106,108.416,orange
15.0,14.0,8.0,10.01,90.223,6.22,119.394,orange
16.0,7.0,8.0,22.791,90.609,6.42,116.508,orange
0.0,12.0,7.0,20.184,90.654,6.969,116.813,orange
5.0,25.0,6.0,30.721,94.013,6.011,106.811,orange
6.0,8.0,11.0,24.355,92.396,6.6,119.694,orange
10.0,5.0,5.0,21.213,91.353,7.817,112.983,orange
1.0,17.0,6.0,10.786,91.384,6.819,117.529,orange
1.0,30.0,10.0,11.899,91.346,7.291,103.577,orange
0.0,23.0,15.0,22.566,93.374,7.598,109.858,orange
24.0,27.0,9.0,18.868,93.246,6.157,119.393,orange
36.0,11.0,13.0,17.34,93.048,7.191,112.719,orange
40.0,21.0,8.0,34.906,92.878,7.418,102.19,orange
40.0,22.0,6.0,24.536,91.909,6.488,115.978,orange
32.0,18.0,13.0,13.837,91.747,6.044,107.987,orange
9.0,10.0,10.0,22.355,93.522,6.01,101.516,orange
13.0,16.0,8.0,34.74,93.123,6.949,100.196,orange
15.0,9.0,11.0,11.547,94.148,7.907,108.828,orange
29.0,11.0,5.0,23.133,91.946,7.639,104.422,orange
1.0,15.0,9.0,29.983,94.552,7.533,115.356,orange
18.0,5.0,11.0,20.879,90.937,6.251,102.455,orange
14.0,22.0,9.0,17.249,91.137,6.543,112.509,orange
33.0,15.0,7.0,15.833,91.682,7.651,109.757,orange
4.0,6.0,7.0,23.01,91.117,6.708,112.673,orange
17.0,16.0,14.0,16.396,92.181,6.625,102.944,orange
12.0,20.0,10.0,24.451,93.105,6.528,109.471,orange
34.0,29.0,8.0,31.878,91.152,6.45,105.343,orange
39.0,28.0,10.0,31.349,91.482,7.181,109.154,orange
31.0,25.0,12.0,18.051,90.039,7.016,111.779,orange
12.0,6.0,8.0,30.848,92.867,6.388,107.414,orange
12.0,29.0,13.0,22.456,91.527,7.571,118.006,orange
26.0,11.0,11.0,13.703,90.955,7.609,106.294,orange
19.0,24.0,15.0,20.489,93.724,7.137,111.839,orange
39.0,21.0,9.0,13.208,94.027,6.354,106.269,orange
16.0,29.0,13.0,32.319,93.678,6.196,117.623,orange
36.0,29.0,13.0,20.681,90.915,7.829,109.751,orange
37.0,23.0,12.0,31.526,90.506,6.395,113.116,orange
39.0,9.0,15.0,25.354,91.811,7.992,116.755,orange
31.0,5.0,14.0,17.665,91.698,6.583,110.685,orange
18.0,12.0,8.0,12.59,91.816,6.206,119.391,orange
20.0,20.0,10.0,11.866,93.683,6.976,106.06,orange
5.0,8.0,5.0,11.033,92.227,6.562,112.771,orange
20.0,8.0,12.0,25.299,94.964,7.26,117.973,orange
25.0,21.0,11.0,32.237,90.154,6.46,104.705,orange
14.0,19.0,14.0,17.684,94.358,6.699,108.063,orange
37.0,18.0,12.0,10.27,90.191,7.401,106.695,orange
26.0,15.0,6.0,17.22,94.787,6.912,108.005,orange
13.0,22.0,5.0,19.667,90.5,7.764,100.173,orange
32.0,25.0,9.0,10.356,93.756,7.796,101.145,orange
19.0,7.0,9.0,27.255,91.713,6.969,101.139,orange
28.0,7.0,9.0,34.591,92.132,6.73,115.565,orange
24.0,30.0,11.0,32.395,94.517,6.601,113.253,orange
7.0,17.0,10.0,10.164,91.223,6.465,106.362,orange
18.0,23.0,8.0,21.491,93.439,6.413,101.481,orange
7.0,20.0,12.0,16.534,94.767,6.475,110.044,orange
20.0,23.0,11.0,31.852,90.122,6.407,109.945,orange
18.0,14.0,11.0,28.047,90.006,6.55,117.131,orange
34.0,11.0,10.0,31.75,94.595,7.362,115.198,orange
20.0,29.0,10.0,29.074,93.271,7.365,100.789,orange
37.0,24.0,13.0,19.143,90.71,7.854,108.023,orange
12.0,8.0,10.0,16.148,91.444,7.995,107.428,orange
34.0,10.0,14.0,34.052,92.058,6.725,116.802,orange
6.0,13.0,9.0,34.514,90.561,7.786,118.327,orange
27.0,30.0,5.0,32.717,90.546,7.656,113.328,orange
13.0,8.0,12.0,25.162,92.547,7.105,114.311,orange
6.0,7.0,7.0,27.681,94.473,7.199,113.999,orange
40.0,17.0,15.0,21.35,90.949,7.871,107.086,orange
31.0,26.0,9.0,11.698,93.256,7.566,103.2,orange
61.0,68.0,50.0,35.214,91.497,6.793,243.074,papaya
58.0,46.0,45.0,42.394,90.79,6.576,88.466,papaya
45.0,47.0,55.0,38.419,91.142,6.751,119.265,papaya
39.0,65.0,53.0,35.332,92.115,6.56,235.613,papaya
31.0,68.0,45.0,42.923,90.076,6.938,196.24,papaya
70.0,68.0,45.0,33.835,92.854,6.991,203.404,papaya
68.0,62.0,50.0,33.202,92.764,6.977,197.528,papaya
34.0,65.0,47.0,23.485,93.71,6.833,191.776,papaya
38.0,68.0,54.0,29.337,90.817,6.739,202.057,papaya
69.0,64.0,47.0,40.211,94.507,6.993,186.676,papaya
